شناسه محصول,نام محصول,دسته‌بندی,کارگردان,ژانر,امتیاز وزندار,تعداد امتیازها,تعداد نظرات,بازدید,دانلود,نام کاربر,ایمیل کاربر,امتیاز کاربر,نظر کاربر
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Tuser,,3,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,loginTest,,3,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Reza572,reza572@example.com,3,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Sara236,sara236@example.com,5,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Hossein94,hossein94@example.com,1,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Zahra47,zahra47@example.com,4,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Mahdi175,mahdi175@example.com,2,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Amir456,amir456@example.com,3,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Maryam881,maryam881@example.com,3,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Leyla445,leyla445@example.com,4,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Arman629,arman629@example.com,5,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Elham952,elham952@example.com,2,
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Elham952,elham952@example.com,,بد نبود، اما می‌توانست بهتر باشد.
22,Fight Club,فیلم,دیوید فینچر,درام,3.23,12,2,261,21,Ali741,ali741@example.com,,برای یک بار دیدن خوبه.
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Ali741,ali741@example.com,3,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Reza572,reza572@example.com,4,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Sara236,sara236@example.com,2,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Hossein94,hossein94@example.com,2,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Zahra47,zahra47@example.com,1,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Mahdi175,mahdi175@example.com,3,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Maryam881,maryam881@example.com,3,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Leyla445,leyla445@example.com,3,
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Saman76,saman76@example.com,,شاهکار! بدون شک جزو بهترین‌هاست.
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Mohammad363,mohammad363@example.com,,ارزش دیدن دارد، اما نه بیشتر.
23,Forrest Gump,فیلم,رابرت زمکیس,"درام, عاشقانه",2.76,8,3,204,32,Ali741,ali741@example.com,,فیلمنامه ضعیف، بازیگری خوب.
17,The Dark Knight,فیلم,کریستوفر نولان,"اکشن, جنایی, درام",2.79,3,1,154,12,Hossein94,hossein94@example.com,2,
17,The Dark Knight,فیلم,کریستوفر نولان,"اکشن, جنایی, درام",2.79,3,1,154,12,Saman76,saman76@example.com,2,
17,The Dark Knight,فیلم,کریستوفر نولان,"اکشن, جنایی, درام",2.79,3,1,154,12,Elham952,elham952@example.com,4,
17,The Dark Knight,فیلم,کریستوفر نولان,"اکشن, جنایی, درام",2.79,3,1,154,12,Amir456,amir456@example.com,,بازیگری عالی بود، داستان جذاب.
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Tuser,,3,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Ali741,ali741@example.com,2,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Mahdi175,mahdi175@example.com,4,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Amir456,amir456@example.com,1,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Maryam881,maryam881@example.com,2,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Tara392,tara392@example.com,1,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Kaveh21,kaveh21@example.com,3,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Leyla445,leyla445@example.com,2,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Arman629,arman629@example.com,1,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Behnam387,behnam387@example.com,2,
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Amir456,amir456@example.com,,وقت تلف کردن، اصلاً ارزش نداشت.
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Zahra47,zahra47@example.com,,جزو بهترین‌هایی بود که دیدم!
18,Schindler's List,فیلم,استیون اسپیلبرگ,"بیوگرافی, درام, تاریخی",2.35,10,3,264,45,Tuser,,,وقت تلف کردن، اصلاً ارزش نداشت.
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Tuser,,3,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,loginTest,,4,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Neda911,neda911@example.com,3,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Fatemeh779,fatemeh779@example.com,2,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Amir456,amir456@example.com,2,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Leyla445,leyla445@example.com,3,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Arman629,arman629@example.com,3,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Niloofar373,niloofar373@example.com,3,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Pouria534,pouria534@example.com,5,
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Behnam387,behnam387@example.com,,خیلی طولانی بود، خسته‌کننده.
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Arman629,arman629@example.com,,داستان جذاب و غیرقابل پیش‌بینی.
19,The Lord of the Rings: The Return of the King,فیلم,پیتر جکسون,"اکشن, ماجراجویی, درام",3.13,9,3,238,45,Ali741,ali741@example.com,,چیزی که انتظار داشتم نبود.
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,loginTest,,5,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Sara236,sara236@example.com,5,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Neda911,neda911@example.com,5,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Zahra47,zahra47@example.com,1,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Saman76,saman76@example.com,5,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Arman629,arman629@example.com,1,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Elham952,elham952@example.com,3,
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Pouria534,pouria534@example.com,,من که لذت بردم، دوست داشتنی بود.
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Tara392,tara392@example.com,,از همان دقیقه اول جذبم کرد.
16,The Godfather,فیلم,فرانسیس فورد کاپولا,"جنایی, درام",3.53,7,3,213,12,Ali741,ali741@example.com,,حتماً قسمت دوم را هم خواهم دید.
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,loginTest,,3,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Ali741,ali741@example.com,2,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Reza572,reza572@example.com,3,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Mohammad363,mohammad363@example.com,5,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Neda911,neda911@example.com,1,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Amir456,amir456@example.com,5,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Maryam881,maryam881@example.com,3,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Niloofar373,niloofar373@example.com,4,
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Behnam387,behnam387@example.com,,قسمت اول بهتر از این بود.
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Elham952,elham952@example.com,,حس و حال خاصی داشت، متفاوت بود.
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Sara236,sara236@example.com,,قسمت اول بهتر از این بود.
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,loginTest,,,پایان‌بندی عجیبی داشت، سردرگم شدم!
15,The Shawshank Redemption,فیلم,فرانک دارابانت,درام,3.24,8,5,233,28,Tuser,,,بد نبود، اما می‌توانست بهتر باشد.
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,loginTest,,4,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Reza572,reza572@example.com,4,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Mohammad363,mohammad363@example.com,3,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Hossein94,hossein94@example.com,3,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Mahdi175,mahdi175@example.com,4,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Amir456,amir456@example.com,1,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Maryam881,maryam881@example.com,2,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Tara392,tara392@example.com,3,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Elham952,elham952@example.com,5,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Behnam387,behnam387@example.com,5,
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Elham952,elham952@example.com,,به هیچ وجه پیشنهاد نمی‌کنم.
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Amir456,amir456@example.com,,پایان‌بندی عجیبی داشت، سردرگم شدم!
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Fatemeh779,fatemeh779@example.com,,دیالوگ‌ها بسیار قوی و ماندگار.
14,Inside Out 2,فیلم,کیلسی مان,"انیمیشن, کمدی, خانوادگی",3.16,10,4,278,24,Hossein94,hossein94@example.com,,شاهکار! بدون شک جزو بهترین‌هاست.
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Tuser,,3,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,loginTest,,2,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Ali741,ali741@example.com,4,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Mohammad363,mohammad363@example.com,4,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Sara236,sara236@example.com,5,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Neda911,neda911@example.com,5,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Hossein94,hossein94@example.com,4,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Fatemeh779,fatemeh779@example.com,1,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Tara392,tara392@example.com,5,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Arman629,arman629@example.com,5,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Niloofar373,niloofar373@example.com,3,
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Pouria534,pouria534@example.com,,خیلی طولانی بود، خسته‌کننده.
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Arman629,arman629@example.com,,صحنه‌های اکشن فوق‌العاده.
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,Mohammad363,mohammad363@example.com,,بد نبود، اما می‌توانست بهتر باشد.
11,Deadpool 3,فیلم,شان لوی,"اکشن, کمدی, علمی-تخیلی",3.80,11,4,307,21,loginTest,,,شاهکار! بدون شک جزو بهترین‌هاست.
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,loginTest,,1,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Sara236,sara236@example.com,3,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Neda911,neda911@example.com,4,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Hossein94,hossein94@example.com,2,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Mahdi175,mahdi175@example.com,5,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Saman76,saman76@example.com,1,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Kaveh21,kaveh21@example.com,5,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Leyla445,leyla445@example.com,4,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Niloofar373,niloofar373@example.com,5,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Behnam387,behnam387@example.com,5,
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Behnam387,behnam387@example.com,,شاهکار! بدون شک جزو بهترین‌هاست.
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Elham952,elham952@example.com,,بر اساس کتاب بود؟ کتاب خیلی بهتر بود.
12,Spider-Man: Beyond the Spider-Verse,فیلم,خواکیم دوس سانتوس,"انیمیشن, اکشن, ماجراجویی",3.45,10,3,247,43,Tuser,,,دکور و لباس‌ها حرفه‌ای بود.
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,loginTest,,2,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Ali741,ali741@example.com,2,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Reza572,reza572@example.com,5,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Neda911,neda911@example.com,1,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Zahra47,zahra47@example.com,4,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Fatemeh779,fatemeh779@example.com,4,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Saman76,saman76@example.com,5,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Niloofar373,niloofar373@example.com,4,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Elham952,elham952@example.com,3,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Behnam387,behnam387@example.com,1,
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Maryam881,maryam881@example.com,,ارزش دیدن دارد، اما نه بیشتر.
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Hossein94,hossein94@example.com,,دکور و لباس‌ها حرفه‌ای بود.
13,Gladiator 2,فیلم,ریدلی اسکات,"اکشن, درام, تاریخی",3.24,10,3,263,32,Neda911,neda911@example.com,,شاهکار! بدون شک جزو بهترین‌هاست.
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,loginTest,,2,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Ali741,ali741@example.com,3,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Reza572,reza572@example.com,1,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Sara236,sara236@example.com,5,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Neda911,neda911@example.com,3,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Zahra47,zahra47@example.com,5,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Mahdi175,mahdi175@example.com,3,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Fatemeh779,fatemeh779@example.com,3,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Amir456,amir456@example.com,4,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Maryam881,maryam881@example.com,2,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Saman76,saman76@example.com,2,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Leyla445,leyla445@example.com,5,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Behnam387,behnam387@example.com,5,
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,Behnam387,behnam387@example.com,,بر اساس کتاب بود؟ کتاب خیلی بهتر بود.
10,Barbie,فیلم,گرتا گرویک,"کمدی, ماجراجویی, فانتزی",3.27,13,2,270,30,loginTest,,,شاهکار! بدون شک جزو بهترین‌هاست.
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,loginTest,,3,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Neda911,neda911@example.com,4,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Zahra47,zahra47@example.com,4,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Fatemeh779,fatemeh779@example.com,2,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Amir456,amir456@example.com,2,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Kaveh21,kaveh21@example.com,4,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Pouria534,pouria534@example.com,5,
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Elham952,elham952@example.com,,جزو بهترین‌هایی بود که دیدم!
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Leyla445,leyla445@example.com,,فیلم فوق‌العاده‌ای بود! حتماً ببینید.
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Zahra47,zahra47@example.com,,قسمت اول بهتر از این بود.
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,Neda911,neda911@example.com,,جزو بهترین‌هایی بود که دیدم!
6,Superman,فیلم,جیمز گان,"اکشن, ماجراجویی, فانتزی",3.43,7,5,238,14,loginTest,,,دکور و لباس‌ها حرفه‌ای بود.
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Tuser,,5,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Ali741,ali741@example.com,3,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Mohammad363,mohammad363@example.com,2,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Hossein94,hossein94@example.com,5,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Saman76,saman76@example.com,1,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Kaveh21,kaveh21@example.com,1,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Leyla445,leyla445@example.com,5,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Niloofar373,niloofar373@example.com,2,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Pouria534,pouria534@example.com,5,
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Sara236,sara236@example.com,,شاهکار! بدون شک جزو بهترین‌هاست.
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Mohammad363,mohammad363@example.com,,من که لذت بردم، دوست داشتنی بود.
7,The Batman 2,فیلم,مت ریوز,"اکشن, جنایی, درام",3.07,9,3,225,36,Tuser,,,ارزش دیدن دارد، اما نه بیشتر.
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Hossein94,hossein94@example.com,3,
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Zahra47,zahra47@example.com,3,
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Mahdi175,mahdi175@example.com,5,
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Fatemeh779,fatemeh779@example.com,4,
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Saman76,saman76@example.com,3,
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Kaveh21,kaveh21@example.com,5,
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Behnam387,behnam387@example.com,,به هیچ وجه پیشنهاد نمی‌کنم.
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Saman76,saman76@example.com,,بازیگر نقش منفی عالی بود.
8,Joker: Folie à Deux,فیلم,تاد فیلیپس,"درام, موزیکال, دلهره‌آور",3.62,6,3,185,16,Zahra47,zahra47@example.com,,فیلمنامه ضعیف، بازیگری خوب.
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Tuser,,2,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Ali741,ali741@example.com,5,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Reza572,reza572@example.com,5,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Sara236,sara236@example.com,5,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Hossein94,hossein94@example.com,2,
9,Oppenheimer,فیلم,کریستوفر نولان,"بیوگرافی, درام, تاریخی",3.78,13,4,304,50,Mahdi175,mahdi175@example.com,5,
